campaign_id,channel_social_media,channel_tv,channel_radio,channel_print,channel_email,channel_community,age_group,income_bracket,education,geographic_region,vaccination_completed,health_screening,behavior_change,cost_per_contact,campaign_year,conversion
278,1,1,0,0,0,0,55-64,75-100k,Some College,West,0,0,0,12.611830327259298,2023,0
279,1,0,0,0,1,0,65+,>100k,High School,South,0,0,0,6.396307688958678,2023,1
280,1,1,0,0,0,0,45-54,<25k,Graduate,South,0,0,1,6.443451913274201,2024,0
281,1,0,0,0,1,0,35-44,75-100k,High School,South,0,0,0,11.484470670908507,2023,0
282,0,0,0,0,0,0,25-34,25-50k,Graduate,South,0,0,0,5.419505801595323,2024,0
283,0,1,0,1,1,0,25-34,75-100k,Graduate,South,0,0,0,12.859016170660714,2023,0
284,0,1,0,0,1,0,18-24,<25k,Graduate,South,1,0,0,14.38776017292628,2024,1
285,1,0,0,0,0,0,18-24,<25k,Some College,Midwest,0,0,0,4.427643673750983,2023,0
286,0,1,0,0,1,0,65+,50-75k,Graduate,Northeast,1,0,0,7.160613958237845,2024,0
287,0,0,0,0,1,0,25-34,<25k,Some College,Midwest,0,0,0,9.362381646562667,2024,0
288,0,0,0,0,0,0,45-54,<25k,High School,South,0,1,0,7.393996571337161,2024,0
289,0,1,0,0,0,1,65+,25-50k,Some College,West,0,0,1,3.783465120564051,2023,0
290,1,0,0,0,0,1,55-64,50-75k,Bachelors,West,0,1,1,11.546150121779698,2023,0
291,0,1,1,0,0,1,25-34,25-50k,Graduate,West,0,0,0,14.81268516461503,2023,0
292,0,1,0,0,0,0,45-54,50-75k,Bachelors,West,0,1,1,13.872284232867989,2024,0
293,1,1,0,0,0,1,55-64,<25k,Bachelors,Northeast,0,0,0,3.3401709003381304,2023,1
294,0,0,0,1,1,0,35-44,<25k,Some College,West,1,0,1,7.111231382694841,2023,0
295,0,1,0,0,0,1,35-44,75-100k,Some College,Midwest,0,0,1,14.321430299645026,2023,0
296,0,1,0,0,0,1,25-34,25-50k,High School,Northeast,1,0,0,8.71179338823626,2024,0
297,1,0,1,0,1,0,18-24,25-50k,High School,Midwest,0,0,0,11.400836563189216,2024,1
298,0,1,0,0,0,0,45-54,25-50k,High School,West,0,1,1,2.597132847335668,2023,0
299,1,0,0,0,0,0,55-64,50-75k,Some College,West,0,0,0,8.71828860396318,2024,0
300,0,0,0,0,0,1,55-64,>100k,Bachelors,South,0,1,0,8.901109490883877,2023,0
301,0,0,0,0,0,1,35-44,25-50k,Some College,Northeast,0,0,0,7.588625069852068,2023,0
302,0,1,1,0,0,1,55-64,50-75k,High School,South,0,0,1,6.815113614612452,2023,0
303,0,0,0,0,0,0,25-34,>100k,Graduate,Midwest,0,0,0,12.368389677696333,2023,0
304,1,0,0,1,1,0,35-44,25-50k,High School,Midwest,1,0,1,3.1630530438750752,2024,0
305,1,0,0,0,0,1,18-24,<25k,Some College,Northeast,0,0,0,5.021729578136495,2024,0
306,1,0,1,0,0,0,25-34,<25k,Graduate,Midwest,0,0,0,4.808540781060572,2023,0
307,0,0,0,0,0,0,45-54,75-100k,Graduate,Northeast,0,1,0,14.474556528413407,2023,0
308,0,1,0,0,1,0,18-24,25-50k,Bachelors,West,0,0,0,10.651731039996326,2023,1
309,1,0,0,0,0,0,45-54,25-50k,Some College,Northeast,0,0,0,6.034434658098451,2023,0
310,0,1,0,0,0,0,65+,50-75k,High School,West,0,1,0,2.7588924375889117,2024,0
311,0,0,0,0,0,0,55-64,25-50k,Some College,South,0,1,0,4.611492008342543,2023,0
312,0,0,1,0,0,1,18-24,50-75k,Some College,Midwest,0,0,1,3.437595200059878,2023,0
313,0,1,1,0,0,0,25-34,>100k,Some College,Midwest,0,0,1,5.304881079485197,2023,0
314,1,0,0,0,0,1,55-64,>100k,Bachelors,Midwest,0,0,0,8.620819810493234,2023,0
315,1,0,1,1,0,0,18-24,25-50k,Some College,South,0,0,0,10.885201701838604,2024,0
316,1,1,1,0,0,1,45-54,<25k,High School,Midwest,0,0,0,7.140767962853201,2023,0
317,0,0,0,0,0,0,25-34,50-75k,High School,West,0,0,0,10.586416782453675,2023,0
318,0,0,0,1,0,0,18-24,50-75k,High School,Midwest,0,0,1,11.439436574174477,2023,0
319,0,0,0,0,0,0,65+,>100k,Some College,Northeast,0,0,0,13.104307699490674,2023,0
320,0,0,1,0,1,1,55-64,<25k,Graduate,Northeast,0,0,1,5.210567774063085,2023,0
321,0,0,0,0,1,1,35-44,25-50k,High School,West,0,1,0,6.41130227866993,2024,0
322,1,1,0,0,1,0,65+,>100k,High School,South,0,1,0,8.524044265119826,2024,1
323,1,0,0,0,0,0,25-34,50-75k,Bachelors,Northeast,0,0,0,11.099499279930713,2024,0
324,0,0,0,0,0,0,55-64,50-75k,Graduate,Northeast,0,1,0,3.653534367310115,2024,0
325,1,1,0,0,1,1,25-34,>100k,Graduate,Northeast,0,0,0,8.038135094482943,2023,0
326,1,0,1,0,0,1,55-64,>100k,Some College,Midwest,0,0,0,11.452343054069713,2023,0
327,1,0,0,1,0,0,35-44,<25k,Bachelors,West,0,0,0,12.041142324226426,2024,0
328,1,0,1,0,0,1,25-34,25-50k,Bachelors,West,0,0,0,3.689900715490083,2024,0
329,0,0,0,0,0,1,45-54,50-75k,Graduate,Northeast,0,1,0,6.210780133023103,2024,0
330,0,0,0,0,0,0,35-44,25-50k,Graduate,Midwest,0,0,1,13.528829352313085,2024,0
331,0,0,0,0,0,1,65+,>100k,Graduate,Northeast,0,0,1,6.923738962975621,2023,0
332,1,1,1,0,1,0,35-44,75-100k,Bachelors,Northeast,0,0,1,3.9949669338478566,2024,1
333,0,0,0,0,0,1,55-64,50-75k,Some College,Northeast,0,0,1,4.516754068457153,2023,0
334,0,1,0,0,1,0,18-24,50-75k,High School,Northeast,0,1,0,13.729006303418176,2024,0
335,0,0,0,0,0,0,45-54,<25k,Some College,West,0,0,1,6.217539083980556,2023,0
336,0,0,0,0,0,0,65+,<25k,Bachelors,Northeast,0,0,0,4.085156129706931,2023,0
337,1,0,0,0,0,0,35-44,>100k,Graduate,West,1,0,0,11.979823584305876,2023,1
338,1,0,0,0,0,0,35-44,25-50k,Some College,Northeast,1,1,0,3.4037387859110986,2024,0
339,0,0,0,0,1,0,25-34,>100k,Graduate,West,1,1,0,6.343559192752542,2024,0
340,0,1,0,0,0,0,18-24,<25k,Bachelors,Northeast,0,0,0,9.190129524699268,2024,0
341,0,1,1,0,0,0,35-44,25-50k,High School,South,0,0,0,7.896665005755878,2024,0
342,0,0,0,1,1,0,25-34,>100k,Bachelors,West,0,0,1,13.398483188905818,2024,1
343,0,0,1,0,1,0,18-24,<25k,Graduate,Midwest,0,0,0,12.55800962058097,2024,0
344,0,0,1,0,0,0,25-34,25-50k,Graduate,South,0,0,0,6.689475682269708,2023,0
345,0,1,0,1,0,0,65+,75-100k,High School,Northeast,0,0,0,13.761312643060883,2023,0
346,1,0,1,0,1,0,25-34,>100k,High School,West,0,0,0,6.044883865213672,2023,1
347,1,0,0,0,0,0,35-44,25-50k,Graduate,Midwest,0,1,1,5.041940361532422,2024,0
348,0,0,0,0,1,1,25-34,75-100k,Bachelors,Northeast,0,0,1,8.943611966081404,2024,0
349,0,0,0,0,0,1,65+,50-75k,Graduate,Midwest,0,1,0,8.617339202921606,2023,0
350,1,0,1,0,1,0,55-64,50-75k,High School,West,0,0,0,8.128177970524575,2023,1
351,0,1,1,0,1,0,65+,>100k,Bachelors,South,0,0,0,8.9361934841952,2024,0
352,1,0,0,0,0,0,25-34,50-75k,High School,West,0,0,0,12.548628893001158,2024,0
353,1,0,1,1,1,0,45-54,<25k,High School,West,0,0,1,14.846269508147774,2024,0
354,0,1,0,0,0,1,65+,75-100k,Bachelors,Northeast,0,0,0,4.175995968485385,2023,0
355,0,0,1,1,1,0,55-64,50-75k,Some College,Northeast,0,1,0,6.374786086964329,2023,0
356,1,1,1,0,0,0,65+,<25k,Bachelors,Northeast,0,0,1,2.5643399133181397,2023,0
357,0,0,0,0,1,0,65+,<25k,High School,Northeast,0,0,0,7.747248524566377,2023,0
358,1,0,0,1,0,0,65+,>100k,Bachelors,West,0,0,0,6.396083554260709,2023,0
359,1,0,1,0,0,1,25-34,>100k,High School,Midwest,0,0,1,3.5949440234707923,2024,1
360,1,0,0,0,0,0,35-44,25-50k,Bachelors,South,0,0,0,9.594633180176574,2024,0
361,0,0,0,0,1,0,55-64,25-50k,Some College,South,0,0,0,9.961083484188618,2023,0
362,1,0,0,0,1,0,45-54,<25k,Bachelors,South,0,0,1,12.017978329843093,2024,0
363,0,0,0,0,1,0,45-54,25-50k,High School,Northeast,0,0,0,11.86222927313317,2024,0
364,0,1,0,0,1,0,55-64,75-100k,High School,South,0,0,0,3.415161701426465,2024,1
365,1,0,0,0,0,0,45-54,<25k,Bachelors,Midwest,0,0,0,13.895948401113003,2024,0
366,0,0,0,1,1,1,18-24,<25k,High School,Northeast,0,0,1,11.691395936813318,2023,0
367,1,0,0,0,0,0,35-44,>100k,High School,Northeast,0,1,0,6.453548760294484,2023,0
368,1,1,0,0,0,0,65+,50-75k,High School,Midwest,0,0,0,11.91051063629076,2024,0
369,0,0,0,0,1,1,65+,>100k,Bachelors,Midwest,0,0,0,8.42092789857004,2023,0
370,0,0,1,0,1,0,25-34,<25k,Bachelors,West,1,0,0,5.211897504653206,2024,1
371,0,0,0,0,0,0,18-24,<25k,Graduate,South,0,0,0,3.9008180060230204,2024,0
372,0,1,1,0,0,0,55-64,<25k,Bachelors,West,1,0,0,14.354031037750294,2023,0
373,0,1,0,0,0,0,55-64,50-75k,Bachelors,South,1,0,1,14.06814311526762,2023,0
374,1,0,0,0,1,0,45-54,>100k,Graduate,Northeast,0,0,0,7.785938974957103,2024,0
375,0,1,1,0,0,0,18-24,<25k,High School,Northeast,0,0,0,6.309944801136374,2023,1
376,0,0,0,0,0,0,18-24,75-100k,Graduate,Northeast,0,1,0,3.7991150204343205,2023,0
377,1,0,1,1,1,0,25-34,50-75k,High School,Midwest,0,0,0,3.045209102075951,2024,1
378,0,1,0,1,0,0,25-34,75-100k,Bachelors,West,0,0,0,5.840401404982968,2023,0
379,1,0,0,0,1,1,25-34,<25k,Some College,South,0,0,0,11.854795824092264,2023,0
380,0,0,0,1,1,0,55-64,>100k,High School,Midwest,1,0,0,11.715082783036776,2023,0
381,0,0,0,0,0,0,25-34,25-50k,High School,Midwest,1,0,0,7.912304314479501,2023,0
382,1,1,1,0,1,1,55-64,<25k,High School,West,0,0,0,13.219946292336344,2023,1
383,1,0,0,0,1,1,45-54,>100k,Graduate,West,0,0,0,7.595969271622495,2023,1
384,1,0,0,1,1,0,45-54,25-50k,High School,Northeast,0,0,0,11.730676460653028,2023,0
385,1,0,0,0,0,0,55-64,<25k,High School,West,0,0,0,9.021909386314789,2023,0
386,1,0,0,0,0,1,45-54,75-100k,Bachelors,South,0,0,1,9.02504134310804,2023,0
387,0,0,0,0,0,1,45-54,25-50k,Some College,West,0,0,0,8.981302550626282,2024,0
388,0,1,1,0,1,1,35-44,>100k,Graduate,South,0,0,0,2.9747435507094098,2024,1
389,1,0,0,0,1,1,25-34,25-50k,Some College,West,1,0,0,5.85918061547398,2024,0
390,1,0,0,0,0,1,45-54,25-50k,Bachelors,Northeast,0,0,0,10.499615353501586,2024,0
391,1,1,0,0,0,0,45-54,75-100k,Graduate,Northeast,0,0,0,14.25540581445484,2024,0
392,0,0,0,0,1,0,35-44,25-50k,High School,South,1,0,0,14.895085198966422,2023,0
393,0,0,0,0,1,0,55-64,50-75k,High School,Northeast,0,1,1,3.412526621523564,2024,0
394,1,0,0,0,0,0,35-44,50-75k,Graduate,Midwest,0,1,0,13.874252972532334,2024,0
395,0,1,0,1,0,0,65+,25-50k,Some College,South,0,0,1,6.518684648154748,2023,0
396,1,0,0,0,0,1,65+,75-100k,Bachelors,South,0,0,0,4.656715944112449,2023,0
397,1,0,0,0,0,1,55-64,50-75k,Bachelors,West,0,0,0,12.796211514527204,2023,0
398,0,0,0,0,0,1,45-54,<25k,High School,West,0,0,0,2.833102739741345,2024,0
399,1,0,0,0,0,0,25-34,25-50k,Bachelors,Midwest,0,0,0,5.94944807998314,2024,0
400,1,0,0,0,0,1,35-44,75-100k,Bachelors,West,0,0,0,13.828448470328484,2024,0
401,0,1,0,0,0,0,65+,>100k,Some College,South,0,0,0,8.747285317092816,2023,0
402,1,0,0,0,0,1,18-24,<25k,High School,South,0,0,0,8.743125042426312,2023,0
403,0,0,0,0,0,0,65+,75-100k,Graduate,Northeast,0,1,1,13.892419166129196,2024,0
404,1,1,1,1,0,1,65+,50-75k,High School,Northeast,0,0,0,13.877647049935304,2024,1
405,0,0,0,0,0,0,25-34,25-50k,Bachelors,Midwest,0,1,0,11.247792811251925,2024,0
406,1,1,0,0,1,0,25-34,25-50k,Graduate,West,1,0,0,7.9411998200093015,2024,1
407,0,0,1,0,1,1,18-24,>100k,Graduate,West,0,1,0,7.227904925228852,2024,0
408,0,0,0,0,0,1,18-24,75-100k,Graduate,Midwest,0,0,0,10.360551712036708,2024,1
409,1,0,1,1,1,1,35-44,75-100k,Graduate,West,0,1,1,13.987019560428495,2024,0
410,0,0,0,0,1,0,55-64,50-75k,Graduate,West,0,0,0,9.34286929719068,2024,1
411,0,0,0,0,0,0,35-44,50-75k,Graduate,West,0,0,0,5.651752328137371,2023,0
412,1,0,0,0,1,0,35-44,<25k,Some College,West,0,0,1,3.4472986190009847,2023,0
413,1,0,1,1,0,1,55-64,25-50k,High School,West,0,0,0,3.8931951756184975,2023,0
414,1,0,0,0,0,0,25-34,75-100k,Bachelors,Midwest,0,0,0,10.67963820386621,2023,0
415,1,0,0,0,1,0,65+,50-75k,Graduate,West,0,1,0,8.185729750751786,2024,1
416,0,0,1,0,0,1,25-34,<25k,Some College,Northeast,0,1,0,11.22025646218005,2024,0
417,0,0,0,0,1,0,35-44,25-50k,Bachelors,Northeast,0,0,0,11.240298497957454,2024,0
418,0,0,0,0,1,0,55-64,75-100k,Graduate,Northeast,0,0,0,11.25891447190978,2023,0
419,1,0,0,0,0,0,18-24,<25k,Some College,West,0,1,1,8.762964133904145,2024,0
420,1,0,0,0,1,0,25-34,75-100k,Some College,West,0,0,0,11.636516904475508,2024,1
421,1,0,0,1,0,0,45-54,75-100k,Some College,West,0,0,0,9.602817435821809,2023,0
422,1,0,0,0,0,0,55-64,50-75k,High School,Midwest,0,0,0,11.822858165630686,2023,0
423,0,0,0,0,0,0,18-24,25-50k,Bachelors,Northeast,0,0,0,9.995339961169083,2024,0
424,0,1,0,0,1,1,35-44,75-100k,Some College,South,0,0,0,11.351748751551412,2024,0
425,0,1,0,0,1,0,55-64,75-100k,High School,Midwest,0,0,0,4.957423709547234,2024,0
426,0,0,1,0,1,0,65+,25-50k,Bachelors,Northeast,0,0,1,5.410394094388985,2024,0
427,0,0,0,0,0,0,45-54,<25k,Graduate,Northeast,0,0,0,4.215573293232136,2024,0
428,1,0,0,0,0,0,35-44,<25k,High School,West,1,0,1,4.808042631095631,2023,0
429,0,0,1,0,0,0,18-24,50-75k,Graduate,South,0,0,1,8.927502522764163,2023,0
430,0,1,0,0,1,0,55-64,<25k,High School,West,0,0,0,13.422037314773664,2023,0
431,0,0,1,1,1,0,45-54,75-100k,Some College,Northeast,0,0,0,5.888906837481952,2024,0
432,1,1,0,1,1,1,55-64,25-50k,Some College,Northeast,0,1,0,10.87111711227115,2024,1
433,1,1,1,0,1,0,65+,>100k,Some College,Midwest,0,0,1,12.898740275054216,2023,0
434,0,0,1,0,0,1,55-64,50-75k,High School,West,0,0,0,3.1287578789157147,2023,0
435,0,0,1,1,0,1,45-54,<25k,Some College,Midwest,0,0,0,4.1689258746675595,2024,0
436,1,0,0,0,0,1,25-34,50-75k,Bachelors,Midwest,0,0,0,10.991211860378748,2023,1
437,0,0,1,0,1,0,25-34,>100k,Bachelors,South,0,0,1,2.7689798291443086,2024,0
438,1,0,1,0,0,0,18-24,25-50k,Some College,South,1,0,0,9.038089496984735,2023,0
439,1,1,0,0,1,0,35-44,>100k,Bachelors,Northeast,1,1,0,7.795215297801234,2023,0
440,0,1,0,1,0,0,45-54,>100k,Some College,Northeast,0,1,1,4.628349867063887,2024,0
441,0,1,0,0,1,0,18-24,75-100k,Bachelors,South,0,0,0,9.052921876699141,2023,0
442,1,1,0,0,1,1,45-54,<25k,High School,Northeast,1,0,0,3.1195843232337808,2023,0
443,0,0,0,0,0,0,55-64,>100k,Some College,South,0,1,0,6.060075427968395,2023,0
444,0,0,0,1,1,0,45-54,>100k,Graduate,Northeast,0,0,0,7.2043537348397155,2024,0
445,1,0,0,1,0,0,65+,<25k,Bachelors,South,0,1,0,12.910450152574938,2024,0
446,1,0,0,0,0,0,55-64,>100k,Graduate,South,1,0,0,13.343295134504949,2023,0
447,1,0,0,0,1,0,25-34,>100k,High School,Midwest,0,0,0,10.940983382684202,2023,1
448,1,0,0,0,1,0,18-24,75-100k,Some College,Midwest,0,0,1,5.494588003281858,2023,0
449,0,0,0,0,0,0,55-64,25-50k,High School,Northeast,0,0,0,6.242255473960366,2023,0
450,0,0,1,0,1,0,25-34,<25k,Some College,Northeast,0,0,0,7.629363382984485,2023,0
451,1,0,0,0,0,0,55-64,>100k,Bachelors,Midwest,0,0,0,10.01485790589922,2023,0
452,1,0,0,0,0,1,25-34,25-50k,Bachelors,Northeast,0,0,0,7.485430306997686,2023,0
453,0,0,1,0,1,0,45-54,75-100k,Graduate,Northeast,0,0,1,8.201398180104018,2024,0
454,1,0,0,0,0,0,45-54,>100k,Bachelors,South,0,0,0,10.994923352449122,2023,0
455,0,1,0,0,0,0,55-64,50-75k,Bachelors,South,0,0,0,10.816923343989044,2024,0
456,0,0,0,0,1,1,35-44,>100k,High School,Northeast,0,0,0,4.250243116626082,2024,0
457,0,1,0,0,0,0,25-34,>100k,High School,South,0,0,1,10.23149052737666,2024,0
458,0,0,0,1,0,0,18-24,75-100k,Some College,West,0,0,0,8.938162133524639,2024,0
459,0,0,1,0,0,0,18-24,>100k,High School,South,0,0,0,3.372301109738954,2023,0
460,0,1,0,0,0,0,65+,75-100k,Some College,Midwest,1,1,1,13.125409025818861,2024,0
461,0,1,0,1,1,0,35-44,75-100k,High School,Northeast,1,0,1,9.593188455757883,2023,0
462,1,0,0,0,0,0,25-34,>100k,Some College,South,0,1,1,8.5655073895478,2024,0
463,1,0,0,0,1,0,35-44,>100k,High School,West,0,0,0,11.156111626021058,2023,0
464,1,1,1,0,0,0,18-24,50-75k,Some College,South,0,0,0,11.16158713845379,2024,0
465,1,0,1,0,0,0,18-24,75-100k,Bachelors,West,0,0,0,2.6411577066350382,2023,1
466,0,1,0,0,1,1,45-54,25-50k,High School,Northeast,0,1,1,10.76508683250284,2024,0
467,0,1,0,0,1,0,18-24,50-75k,Some College,Midwest,1,0,0,6.340871593116461,2023,1
468,1,0,0,0,0,0,35-44,25-50k,Bachelors,West,0,1,1,8.802458840846414,2023,0
469,0,1,0,0,0,0,25-34,50-75k,Bachelors,Northeast,0,0,1,11.219366987955055,2024,0
470,1,0,0,0,1,0,45-54,>100k,High School,Midwest,0,0,0,14.910833292074418,2023,0
471,0,1,0,0,1,1,45-54,50-75k,Graduate,West,0,0,0,2.564917369100628,2023,0
472,1,1,0,0,0,1,18-24,75-100k,Graduate,South,0,1,0,3.1354005289578577,2023,0
473,0,0,0,0,0,0,45-54,50-75k,Graduate,Midwest,0,0,0,4.574539634700182,2023,0
474,1,0,0,0,0,0,45-54,75-100k,Bachelors,South,0,0,0,6.441177971709079,2023,0
475,0,1,1,1,0,1,65+,>100k,Graduate,Northeast,0,0,0,2.9966715305555756,2023,0
476,1,0,0,1,1,0,55-64,>100k,Some College,Northeast,0,0,1,12.685307796749282,2023,0
477,0,0,0,0,1,0,18-24,<25k,Bachelors,Northeast,0,0,0,10.780548189142136,2023,0
478,1,1,0,1,0,0,18-24,75-100k,High School,Midwest,1,0,0,11.428754284619021,2024,0
479,1,0,0,0,0,0,65+,<25k,High School,West,1,0,0,8.532004970609908,2024,0
480,0,0,1,0,0,1,25-34,50-75k,Some College,West,0,0,0,8.244297721191522,2024,1
481,1,0,0,1,0,0,55-64,75-100k,Graduate,Northeast,0,0,0,3.4993885879246047,2023,0
482,1,0,0,1,0,0,35-44,25-50k,Some College,Northeast,0,1,0,11.855498890173505,2023,0
483,0,1,1,0,0,0,65+,<25k,Some College,Northeast,0,0,1,8.639860617096058,2024,0
484,1,0,0,1,0,0,55-64,<25k,High School,West,0,0,0,6.546649111824808,2023,0
485,1,1,1,0,1,1,55-64,25-50k,High School,Midwest,0,0,0,12.004100852441093,2023,1
486,1,0,1,0,0,0,55-64,75-100k,Graduate,Midwest,0,0,0,8.134331757643832,2023,0
487,0,1,1,1,1,0,18-24,<25k,High School,Midwest,1,0,0,3.13140784793667,2023,0
488,0,0,0,0,1,0,45-54,50-75k,High School,Northeast,0,0,0,9.172875813642172,2023,0
489,1,0,1,0,1,0,25-34,75-100k,Bachelors,South,0,0,1,10.907246484539815,2023,1
490,1,1,0,1,1,1,25-34,25-50k,Some College,Midwest,0,0,0,5.254931829306422,2023,1
491,0,0,0,0,1,0,55-64,<25k,Graduate,Northeast,0,0,0,11.966799332506968,2024,0
492,1,0,0,0,0,1,65+,>100k,Bachelors,Northeast,0,0,0,11.500202694723562,2023,0
493,0,0,1,0,0,0,25-34,50-75k,High School,Midwest,0,0,0,11.06598215232885,2024,0
494,0,1,0,0,0,0,55-64,<25k,High School,South,0,0,0,13.121079896873072,2023,1
495,0,0,0,0,1,1,55-64,50-75k,High School,West,0,0,0,10.637498382671009,2024,1
496,0,0,0,0,0,1,25-34,50-75k,Bachelors,Northeast,0,0,0,7.685966764897776,2024,1
497,1,0,1,1,0,0,35-44,25-50k,Graduate,Northeast,0,0,1,9.135773853611777,2024,0
498,0,0,0,0,0,0,25-34,>100k,Graduate,Northeast,0,1,0,13.670558717633117,2024,0
499,1,0,1,0,0,1,45-54,75-100k,Some College,West,0,0,0,4.089946124960774,2023,0
500,1,1,0,0,0,0,35-44,>100k,Some College,Northeast,0,0,1,14.209728847761186,2024,0
501,1,1,1,0,0,0,65+,50-75k,Graduate,Northeast,0,0,0,9.736800142223348,2023,0
502,0,1,0,0,0,0,25-34,75-100k,Bachelors,Midwest,0,0,0,12.568893288857765,2023,0
503,0,1,0,0,1,0,35-44,25-50k,Graduate,Midwest,0,0,0,10.607255139772501,2023,0
504,1,1,0,0,0,0,55-64,<25k,Bachelors,South,0,0,0,4.80382833783348,2024,0
505,1,1,0,0,1,0,55-64,75-100k,High School,Northeast,0,0,0,9.150572440848508,2024,0
506,0,1,0,1,0,0,65+,50-75k,High School,South,0,0,0,9.617141763315832,2023,0
507,1,1,0,0,1,1,18-24,75-100k,Some College,Midwest,0,0,0,13.931385153489165,2024,1
508,1,0,0,0,0,1,65+,50-75k,Graduate,Northeast,0,1,1,14.666095904123088,2023,0
509,1,0,0,0,0,0,45-54,75-100k,High School,South,0,0,0,11.832687772878568,2024,0
510,1,0,0,0,0,0,45-54,25-50k,Some College,Midwest,0,0,0,6.095355476149523,2023,0
511,1,0,1,0,0,1,35-44,50-75k,Bachelors,Midwest,1,0,0,7.303924086952736,2024,0
512,0,0,0,0,0,0,18-24,>100k,High School,West,0,0,0,14.875315350282657,2024,0
513,1,1,0,1,0,1,25-34,50-75k,Graduate,West,0,0,0,3.333127025232472,2023,1
514,1,1,0,0,1,1,45-54,<25k,Bachelors,South,0,0,1,3.8389793792558695,2024,1
515,0,0,0,1,1,0,55-64,25-50k,High School,West,0,0,0,10.380985129912602,2024,0
516,0,0,1,0,1,1,55-64,25-50k,Graduate,Northeast,0,0,0,7.728381232867056,2024,0
517,0,1,1,1,0,0,55-64,50-75k,Some College,Midwest,0,1,0,9.472880739568652,2024,0
518,1,0,1,0,0,0,18-24,>100k,Some College,Midwest,0,0,0,11.3128037043112,2023,1
519,1,0,0,0,1,1,45-54,>100k,High School,Northeast,0,0,0,14.475934865364206,2023,1
520,0,1,0,0,0,0,65+,25-50k,Some College,West,1,0,0,3.1583588803609377,2023,0
521,1,0,0,0,0,0,45-54,50-75k,Some College,Midwest,1,1,0,6.274486253122003,2023,0
522,0,0,1,0,0,0,35-44,25-50k,Bachelors,West,0,1,0,12.207205802102791,2024,0
523,1,0,1,0,0,0,45-54,25-50k,Bachelors,Midwest,0,0,0,11.798285880796513,2023,0
524,1,1,0,0,1,0,55-64,75-100k,Bachelors,Midwest,0,0,0,11.912566993076409,2024,0
525,1,1,0,0,0,1,65+,>100k,High School,West,0,0,0,11.990842679714607,2024,0
526,0,0,0,0,1,0,25-34,<25k,High School,Northeast,0,0,0,8.663808948534275,2023,1
527,0,1,0,0,0,0,65+,>100k,High School,Midwest,0,0,1,9.74277002931755,2024,0
528,0,1,0,1,0,1,65+,>100k,Some College,Northeast,0,0,1,11.19582867643956,2024,1
529,0,1,0,0,0,1,55-64,<25k,High School,West,0,0,0,3.65339043036989,2024,1
530,1,1,0,0,0,0,45-54,<25k,Graduate,South,0,1,0,11.823103312714593,2024,0
531,1,1,0,0,1,0,45-54,75-100k,High School,Northeast,0,0,0,8.988093871631758,2024,1
532,1,0,1,1,1,0,65+,<25k,Bachelors,South,0,0,0,9.228262936478297,2024,0
533,1,0,0,0,0,0,25-34,25-50k,Graduate,Midwest,1,1,1,3.7910706852670772,2023,0
534,1,0,0,0,0,0,55-64,<25k,Graduate,Northeast,0,0,0,13.508077054502506,2023,0
535,1,0,0,0,0,1,55-64,50-75k,High School,West,0,0,1,12.412705798436559,2024,0
536,1,1,0,0,0,0,65+,50-75k,High School,Midwest,0,1,0,10.292095092335057,2024,0
537,1,0,0,0,0,0,45-54,<25k,High School,West,0,0,0,14.78093510134854,2023,0
538,0,0,0,0,0,0,55-64,50-75k,Graduate,South,1,0,0,13.517643138220919,2023,0
539,0,0,0,0,0,1,65+,25-50k,Bachelors,Northeast,0,1,1,14.29985117320856,2023,0
540,0,0,1,1,1,0,65+,>100k,High School,South,0,0,0,10.979546169876663,2024,0
541,1,0,0,0,0,1,18-24,>100k,Graduate,South,0,0,0,5.96779611283023,2023,1
542,1,1,0,1,0,1,25-34,75-100k,Graduate,Midwest,0,1,0,9.9133439923068,2024,0
543,0,1,0,1,1,0,65+,50-75k,Bachelors,Northeast,1,0,1,13.312161157680762,2024,0
544,1,1,1,0,0,0,55-64,75-100k,Graduate,South,0,0,1,9.951592482735833,2024,0
545,1,0,0,1,0,0,65+,<25k,Some College,Midwest,0,0,0,7.93078390925226,2024,0
546,0,1,1,0,0,1,45-54,50-75k,High School,West,0,0,0,3.3400504226729932,2023,0
547,0,0,1,0,0,0,35-44,75-100k,High School,West,0,1,0,14.934750144332822,2023,0
548,1,0,1,1,0,0,45-54,>100k,Graduate,Midwest,1,1,1,7.765064420775116,2024,0
549,0,0,0,0,0,1,18-24,<25k,Some College,West,0,1,1,11.769650485344618,2023,0
550,1,1,0,0,1,0,45-54,<25k,Some College,West,0,0,0,3.3729859461839005,2023,1
551,0,0,0,1,1,0,18-24,>100k,High School,South,0,1,1,3.98360954821785,2023,0
552,1,0,1,1,0,1,35-44,25-50k,High School,West,0,0,1,8.945971017937993,2023,0
553,1,1,0,0,0,1,55-64,25-50k,High School,Northeast,0,0,0,14.22712519367578,2023,1
554,1,0,0,0,1,0,18-24,<25k,Bachelors,Northeast,0,1,1,14.776606853963555,2023,0
555,1,0,0,0,1,0,45-54,50-75k,Some College,West,0,0,0,13.621857382742753,2023,0
556,0,0,1,0,0,1,55-64,<25k,High School,West,0,0,0,10.015713188274397,2023,0
557,0,1,0,0,0,0,45-54,>100k,Graduate,West,0,0,0,6.5164454627031665,2023,0
558,0,0,0,0,0,0,25-34,25-50k,Graduate,South,0,0,0,12.203820120722483,2024,0
